depth,type,rich
4551,richness1d,4
4551,richness2d,4
4552,richness1d,4
4552,richness2d,4
4553,richness1d,4
4553,richness2d,4
4556,richness1d,4
4556,richness2d,2
4557,richness1d,4
4557,richness2d,4
4558,richness1d,4
4558,richness2d,4
4561,richness1d,4
4561,richness2d,3
4562,richness1d,4
4562,richness2d,2
4564,richness1d,4
4564,richness2d,4
4565,richness1d,4
4565,richness2d,3
4566,richness1d,4
4566,richness2d,2
4567,richness1d,4
4567,richness2d,4
4568,richness1d,4
4568,richness2d,3
4569,richness1d,4
4569,richness2d,4
4570,richness1d,4
4570,richness2d,4
4571,richness1d,4
4571,richness2d,4
4572,richness1d,4
4572,richness2d,4
4574,richness1d,4
4574,richness2d,4
4581,richness1d,4
4581,richness2d,2
4582,richness1d,4
4582,richness2d,2
4584,richness1d,4
4584,richness2d,4
4585,richness1d,4
4585,richness2d,1
4588,richness1d,4
4588,richness2d,1
4589,richness1d,4
4589,richness2d,3
4595,richness1d,4
4595,richness2d,1
4596,richness1d,4
4596,richness2d,4
4597,richness1d,4
4597,richness2d,4
4598,richness1d,4
4598,richness2d,1
4599,richness1d,4
4599,richness2d,3
4600,richness1d,4
4600,richness2d,4
4604,richness1d,4
4604,richness2d,1
4605,richness1d,4
4605,richness2d,4
4606,richness1d,4
4606,richness2d,4
4607,richness1d,4
4607,richness2d,4
4608,richness1d,4
4608,richness2d,4
4609,richness1d,4
4609,richness2d,4
4610,richness1d,4
4610,richness2d,1
4611,richness1d,4
4611,richness2d,4
4612,richness1d,4
4612,richness2d,4
4613,richness1d,4
4613,richness2d,4
4614,richness1d,4
4614,richness2d,1
4615,richness1d,4
4615,richness2d,3
4616,richness1d,4
4616,richness2d,4
4617,richness1d,4
4617,richness2d,1
4618,richness1d,4
4618,richness2d,1
4619,richness1d,4
4619,richness2d,4
4621,richness1d,4
4621,richness2d,2
4622,richness1d,4
4622,richness2d,3
4623,richness1d,4
4623,richness2d,2
4624,richness1d,4
4624,richness2d,1
4625,richness1d,4
4625,richness2d,4
4628,richness1d,4
4628,richness2d,4
4629,richness1d,4
4629,richness2d,1
4630,richness1d,4
4630,richness2d,2
4631,richness1d,4
4631,richness2d,4
4633,richness1d,4
4633,richness2d,3
4634,richness1d,4
4634,richness2d,4
4635,richness1d,4
4635,richness2d,2
4636,richness1d,4
4636,richness2d,3
4638,richness1d,4
4638,richness2d,4
4640,richness1d,4
4640,richness2d,2
4641,richness1d,4
4641,richness2d,2
4643,richness1d,4
4643,richness2d,4
4645,richness1d,4
4645,richness2d,4
4646,richness1d,4
4646,richness2d,3
4647,richness1d,4
4647,richness2d,1
4650,richness1d,4
4650,richness2d,4
4651,richness1d,4
4651,richness2d,3
4652,richness1d,4
4652,richness2d,4
4654,richness1d,4
4654,richness2d,1
4656,richness1d,4
4656,richness2d,3
4657,richness1d,4
4657,richness2d,2
4659,richness1d,4
4659,richness2d,4
4660,richness1d,4
4660,richness2d,4
4662,richness1d,4
4662,richness2d,1
4664,richness1d,4
4664,richness2d,3
4665,richness1d,4
4665,richness2d,4
4666,richness1d,4
4666,richness2d,4
4667,richness1d,4
4667,richness2d,4
4668,richness1d,4
4668,richness2d,2
4670,richness1d,4
4670,richness2d,1
4671,richness1d,4
4671,richness2d,4
4673,richness1d,4
4673,richness2d,4
4674,richness1d,4
4674,richness2d,3
4675,richness1d,4
4675,richness2d,4
4676,richness1d,4
4676,richness2d,4
4677,richness1d,4
4677,richness2d,3
4678,richness1d,4
4678,richness2d,1
4680,richness1d,4
4680,richness2d,2
4682,richness1d,4
4682,richness2d,4
4683,richness1d,4
4683,richness2d,3
4684,richness1d,4
4684,richness2d,4
4685,richness1d,4
4685,richness2d,2
4686,richness1d,4
4686,richness2d,1
4688,richness1d,4
4688,richness2d,1
4690,richness1d,4
4690,richness2d,3
4692,richness1d,4
4692,richness2d,1
4694,richness1d,4
4694,richness2d,4
4695,richness1d,4
4695,richness2d,4
4696,richness1d,4
4696,richness2d,1
4698,richness1d,4
4698,richness2d,4
4699,richness1d,4
4699,richness2d,3
4700,richness1d,4
4700,richness2d,4
4701,richness1d,4
4701,richness2d,1
4702,richness1d,4
4702,richness2d,3
4703,richness1d,4
4703,richness2d,3
4704,richness1d,4
4704,richness2d,4
4705,richness1d,4
4705,richness2d,4
4708,richness1d,4
4708,richness2d,4
4709,richness1d,4
4709,richness2d,4
4710,richness1d,4
4710,richness2d,1
4712,richness1d,4
4712,richness2d,4
4714,richness1d,4
4714,richness2d,2
4715,richness1d,4
4715,richness2d,3
4716,richness1d,4
4716,richness2d,2
4717,richness1d,4
4717,richness2d,4
4718,richness1d,4
4718,richness2d,4
4721,richness1d,4
4721,richness2d,4
4723,richness1d,4
4723,richness2d,1
4724,richness1d,4
4724,richness2d,4
4725,richness1d,4
4725,richness2d,1
4727,richness1d,4
4727,richness2d,4
4728,richness1d,4
4728,richness2d,3
4729,richness1d,4
4729,richness2d,4
4732,richness1d,4
4732,richness2d,1
4733,richness1d,4
4733,richness2d,1
4734,richness1d,4
4734,richness2d,3
4736,richness1d,4
4736,richness2d,1
4737,richness1d,4
4737,richness2d,1
4740,richness1d,4
4740,richness2d,3
4741,richness1d,4
4741,richness2d,4
4744,richness1d,4
4744,richness2d,1
4745,richness1d,4
4745,richness2d,4
4746,richness1d,4
4746,richness2d,4
4747,richness1d,4
4747,richness2d,1
4748,richness1d,4
4748,richness2d,3
4749,richness1d,4
4749,richness2d,4
4750,richness1d,4
4750,richness2d,2
4753,richness1d,4
4753,richness2d,3
4757,richness1d,4
4757,richness2d,3
4759,richness1d,4
4759,richness2d,4
4760,richness1d,4
4760,richness2d,4
4763,richness1d,4
4763,richness2d,4
4764,richness1d,4
4764,richness2d,1
4765,richness1d,4
4765,richness2d,4
4767,richness1d,4
4767,richness2d,1
4768,richness1d,4
4768,richness2d,4
4771,richness1d,4
4771,richness2d,1
4772,richness1d,4
4772,richness2d,3
4773,richness1d,4
4773,richness2d,1
4775,richness1d,4
4775,richness2d,4
4776,richness1d,4
4776,richness2d,4
4777,richness1d,4
4777,richness2d,3
4778,richness1d,4
4778,richness2d,4
4779,richness1d,4
4779,richness2d,3
4781,richness1d,4
4781,richness2d,1
4782,richness1d,4
4782,richness2d,4
4783,richness1d,4
4783,richness2d,4
4784,richness1d,4
4784,richness2d,3
4785,richness1d,4
4785,richness2d,4
4787,richness1d,4
4787,richness2d,2
4788,richness1d,4
4788,richness2d,4
4789,richness1d,4
4789,richness2d,2
4790,richness1d,4
4790,richness2d,4
4792,richness1d,4
4792,richness2d,4
4794,richness1d,4
4794,richness2d,4
4796,richness1d,4
4796,richness2d,4
4797,richness1d,4
4797,richness2d,2
4798,richness1d,4
4798,richness2d,1
4799,richness1d,4
4799,richness2d,4
4800,richness1d,4
4800,richness2d,4
4801,richness1d,4
4801,richness2d,3
4802,richness1d,4
4802,richness2d,3
4803,richness1d,4
4803,richness2d,2
4804,richness1d,4
4804,richness2d,4
4805,richness1d,4
4805,richness2d,4
4806,richness1d,4
4806,richness2d,4
4807,richness1d,4
4807,richness2d,1
4808,richness1d,4
4808,richness2d,3
4809,richness1d,4
4809,richness2d,1
4810,richness1d,4
4810,richness2d,2
4813,richness1d,4
4813,richness2d,4
4814,richness1d,4
4814,richness2d,4
4815,richness1d,4
4815,richness2d,4
4816,richness1d,4
4816,richness2d,3
4817,richness1d,4
4817,richness2d,4
4820,richness1d,4
4820,richness2d,4
4821,richness1d,4
4821,richness2d,4
4822,richness1d,4
4822,richness2d,4
4823,richness1d,4
4823,richness2d,1
4824,richness1d,4
4824,richness2d,4
4827,richness1d,4
4827,richness2d,4
4828,richness1d,4
4828,richness2d,4
4829,richness1d,4
4829,richness2d,4
4830,richness1d,4
4830,richness2d,3
4831,richness1d,4
4831,richness2d,4
4833,richness1d,4
4833,richness2d,4
4834,richness1d,4
4834,richness2d,4
4835,richness1d,4
4835,richness2d,4
4836,richness1d,4
4836,richness2d,3
4838,richness1d,4
4838,richness2d,4
4839,richness1d,4
4839,richness2d,1
4840,richness1d,4
4840,richness2d,3
4842,richness1d,4
4842,richness2d,3
4843,richness1d,4
4843,richness2d,4
4846,richness1d,4
4846,richness2d,4
4847,richness1d,4
4847,richness2d,2
4848,richness1d,4
4848,richness2d,4
4851,richness1d,4
4851,richness2d,4
4852,richness1d,4
4852,richness2d,2
4853,richness1d,4
4853,richness2d,4
4857,richness1d,4
4857,richness2d,4
4858,richness1d,4
4858,richness2d,3
4859,richness1d,4
4859,richness2d,4
4860,richness1d,4
4860,richness2d,4
4861,richness1d,4
4861,richness2d,4
4863,richness1d,4
4863,richness2d,1
4864,richness1d,4
4864,richness2d,3
4865,richness1d,4
4865,richness2d,4
4866,richness1d,4
4866,richness2d,2
4867,richness1d,4
4867,richness2d,4
4868,richness1d,4
4868,richness2d,3
4869,richness1d,4
4869,richness2d,3
4871,richness1d,4
4871,richness2d,4
4872,richness1d,4
4872,richness2d,3
4873,richness1d,4
4873,richness2d,2
4875,richness1d,4
4875,richness2d,3
4877,richness1d,4
4877,richness2d,4
4878,richness1d,4
4878,richness2d,3
4881,richness1d,4
4881,richness2d,3
4883,richness1d,4
4883,richness2d,4
4884,richness1d,4
4884,richness2d,4
4886,richness1d,4
4886,richness2d,3
4887,richness1d,4
4887,richness2d,2
4888,richness1d,4
4888,richness2d,4
4890,richness1d,4
4890,richness2d,2
4892,richness1d,4
4892,richness2d,4
4893,richness1d,4
4893,richness2d,3
4894,richness1d,4
4894,richness2d,1
4895,richness1d,4
4895,richness2d,4
4898,richness1d,4
4898,richness2d,4
4899,richness1d,4
4899,richness2d,4
4903,richness1d,4
4903,richness2d,4
4904,richness1d,4
4904,richness2d,4
4905,richness1d,4
4905,richness2d,2
4906,richness1d,4
4906,richness2d,3
4907,richness1d,4
4907,richness2d,1
4908,richness1d,4
4908,richness2d,3
4909,richness1d,4
4909,richness2d,2
4910,richness1d,4
4910,richness2d,4
4912,richness1d,4
4912,richness2d,4
4914,richness1d,4
4914,richness2d,1
4919,richness1d,4
4919,richness2d,1
4922,richness1d,4
4922,richness2d,2
4923,richness1d,4
4923,richness2d,3
4924,richness1d,3
4924,richness2d,3
4925,richness1d,3
4925,richness2d,3
4928,richness1d,3
4928,richness2d,2
4930,richness1d,3
4930,richness2d,2
4932,richness1d,3
4932,richness2d,3
4933,richness1d,3
4933,richness2d,1
4936,richness1d,3
4936,richness2d,3
4937,richness1d,3
4937,richness2d,3
4938,richness1d,3
4938,richness2d,2
4939,richness1d,3
4939,richness2d,3
4940,richness1d,3
4940,richness2d,3
4941,richness1d,3
4941,richness2d,3
4942,richness1d,3
4942,richness2d,3
4943,richness1d,3
4943,richness2d,1
4944,richness1d,3
4944,richness2d,2
4946,richness1d,3
4946,richness2d,3
4948,richness1d,3
4948,richness2d,3
4952,richness1d,3
4952,richness2d,2
4953,richness1d,3
4953,richness2d,2
4955,richness1d,3
4955,richness2d,3
4957,richness1d,3
4957,richness2d,3
4958,richness1d,3
4958,richness2d,3
4960,richness1d,3
4960,richness2d,3
4961,richness1d,3
4961,richness2d,2
4962,richness1d,3
4962,richness2d,3
4966,richness1d,3
4966,richness2d,1
4967,richness1d,3
4967,richness2d,2
4971,richness1d,3
4971,richness2d,2
4972,richness1d,3
4972,richness2d,3
4974,richness1d,3
4974,richness2d,2
4975,richness1d,3
4975,richness2d,1
4976,richness1d,3
4976,richness2d,1
4977,richness1d,3
4977,richness2d,2
4979,richness1d,3
4979,richness2d,3
4980,richness1d,3
4980,richness2d,3
4981,richness1d,3
4981,richness2d,1
4982,richness1d,3
4982,richness2d,3
4983,richness1d,3
4983,richness2d,2
4984,richness1d,3
4984,richness2d,2
4985,richness1d,3
4985,richness2d,1
4986,richness1d,3
4986,richness2d,3
4987,richness1d,3
4987,richness2d,2
4989,richness1d,3
4989,richness2d,3
4991,richness1d,3
4991,richness2d,2
4992,richness1d,3
4992,richness2d,2
4994,richness1d,3
4994,richness2d,2
4995,richness1d,3
4995,richness2d,1
4996,richness1d,3
4996,richness2d,3
4998,richness1d,3
4998,richness2d,3
4999,richness1d,3
4999,richness2d,1
5000,richness1d,3
5000,richness2d,2
5001,richness1d,3
5001,richness2d,2
5002,richness1d,3
5002,richness2d,2
5003,richness1d,3
5003,richness2d,2
5004,richness1d,3
5004,richness2d,2
5005,richness1d,3
5005,richness2d,2
5007,richness1d,3
5007,richness2d,3
5008,richness1d,3
5008,richness2d,2
5009,richness1d,3
5009,richness2d,2
5010,richness1d,3
5010,richness2d,3
5011,richness1d,3
5011,richness2d,2
5012,richness1d,3
5012,richness2d,1
5013,richness1d,3
5013,richness2d,1
5014,richness1d,3
5014,richness2d,2
5016,richness1d,3
5016,richness2d,3
5017,richness1d,3
5017,richness2d,3
5021,richness1d,3
5021,richness2d,1
5023,richness1d,3
5023,richness2d,1
5024,richness1d,3
5024,richness2d,2
5026,richness1d,3
5026,richness2d,2
5027,richness1d,3
5027,richness2d,3
5028,richness1d,3
5028,richness2d,1
5030,richness1d,3
5030,richness2d,1
5031,richness1d,3
5031,richness2d,2
5032,richness1d,3
5032,richness2d,2
5033,richness1d,3
5033,richness2d,3
5035,richness1d,3
5035,richness2d,3
5036,richness1d,3
5036,richness2d,3
5037,richness1d,3
5037,richness2d,2
5038,richness1d,3
5038,richness2d,1
5040,richness1d,3
5040,richness2d,2
5042,richness1d,3
5042,richness2d,1
5043,richness1d,3
5043,richness2d,2
5044,richness1d,3
5044,richness2d,3
5046,richness1d,3
5046,richness2d,2
5047,richness1d,3
5047,richness2d,3
5049,richness1d,3
5049,richness2d,3
5051,richness1d,3
5051,richness2d,3
5054,richness1d,3
5054,richness2d,1
5055,richness1d,3
5055,richness2d,3
5056,richness1d,3
5056,richness2d,2
5058,richness1d,3
5058,richness2d,2
5059,richness1d,3
5059,richness2d,3
5060,richness1d,3
5060,richness2d,2
5062,richness1d,3
5062,richness2d,2
5064,richness1d,3
5064,richness2d,1
5066,richness1d,3
5066,richness2d,3
5067,richness1d,3
5067,richness2d,3
5068,richness1d,3
5068,richness2d,2
5069,richness1d,3
5069,richness2d,2
5070,richness1d,3
5070,richness2d,3
5071,richness1d,3
5071,richness2d,3
5072,richness1d,3
5072,richness2d,1
5073,richness1d,3
5073,richness2d,2
5074,richness1d,3
5074,richness2d,2
5077,richness1d,3
5077,richness2d,2
5078,richness1d,3
5078,richness2d,3
5079,richness1d,3
5079,richness2d,3
5080,richness1d,3
5080,richness2d,3
5082,richness1d,3
5082,richness2d,2
5083,richness1d,3
5083,richness2d,2
5084,richness1d,3
5084,richness2d,2
5085,richness1d,3
5085,richness2d,3
5090,richness1d,2
5090,richness2d,2
5092,richness1d,2
5092,richness2d,1
5093,richness1d,2
5093,richness2d,1
5094,richness1d,2
5094,richness2d,1
5096,richness1d,2
5096,richness2d,2
5099,richness1d,2
5099,richness2d,2
5100,richness1d,2
5100,richness2d,2
5101,richness1d,2
5101,richness2d,1
5102,richness1d,2
5102,richness2d,1
5105,richness1d,2
5105,richness2d,2
5106,richness1d,2
5106,richness2d,1
5107,richness1d,2
5107,richness2d,2
5108,richness1d,2
5108,richness2d,1
5110,richness1d,2
5110,richness2d,2
5111,richness1d,2
5111,richness2d,1
5112,richness1d,2
5112,richness2d,1
5113,richness1d,2
5113,richness2d,1
5116,richness1d,2
5116,richness2d,1
5117,richness1d,2
5117,richness2d,2
5118,richness1d,2
5118,richness2d,1
5119,richness1d,2
5119,richness2d,2
5120,richness1d,2
5120,richness2d,1
5122,richness1d,2
5122,richness2d,2
5123,richness1d,2
5123,richness2d,2
5124,richness1d,2
5124,richness2d,1
5126,richness1d,2
5126,richness2d,2
5127,richness1d,2
5127,richness2d,2
5128,richness1d,2
5128,richness2d,2
5129,richness1d,2
5129,richness2d,1
5130,richness1d,2
5130,richness2d,2
5131,richness1d,2
5131,richness2d,2
5132,richness1d,2
5132,richness2d,1
5133,richness1d,2
5133,richness2d,2
5134,richness1d,2
5134,richness2d,1
5135,richness1d,2
5135,richness2d,1
5136,richness1d,2
5136,richness2d,2
5137,richness1d,2
5137,richness2d,1
5138,richness1d,2
5138,richness2d,1
5139,richness1d,2
5139,richness2d,1
5141,richness1d,2
5141,richness2d,2
5142,richness1d,2
5142,richness2d,2
5144,richness1d,2
5144,richness2d,1
5145,richness1d,2
5145,richness2d,2
5146,richness1d,2
5146,richness2d,1
5147,richness1d,2
5147,richness2d,2
5148,richness1d,2
5148,richness2d,1
5150,richness1d,2
5150,richness2d,1
5151,richness1d,2
5151,richness2d,2
5153,richness1d,2
5153,richness2d,1
5154,richness1d,2
5154,richness2d,2
5155,richness1d,2
5155,richness2d,1
5156,richness1d,2
5156,richness2d,1
5158,richness1d,2
5158,richness2d,1
5159,richness1d,2
5159,richness2d,2
5160,richness1d,2
5160,richness2d,1
5161,richness1d,2
5161,richness2d,2
5163,richness1d,2
5163,richness2d,1
5165,richness1d,2
5165,richness2d,2
5166,richness1d,2
5166,richness2d,1
5167,richness1d,2
5167,richness2d,1
5170,richness1d,2
5170,richness2d,1
5171,richness1d,2
5171,richness2d,2
5172,richness1d,2
5172,richness2d,2
5173,richness1d,2
5173,richness2d,2
5174,richness1d,2
5174,richness2d,1
5175,richness1d,2
5175,richness2d,2
5177,richness1d,2
5177,richness2d,2
5178,richness1d,2
5178,richness2d,2
5179,richness1d,2
5179,richness2d,2
5182,richness1d,2
5182,richness2d,1
5183,richness1d,2
5183,richness2d,1
5186,richness1d,2
5186,richness2d,2
5187,richness1d,2
5187,richness2d,1
5188,richness1d,2
5188,richness2d,2
5189,richness1d,2
5189,richness2d,2
5191,richness1d,2
5191,richness2d,1
5192,richness1d,2
5192,richness2d,2
5193,richness1d,2
5193,richness2d,2
5195,richness1d,2
5195,richness2d,2
5197,richness1d,2
5197,richness2d,2
5198,richness1d,2
5198,richness2d,1
5199,richness1d,2
5199,richness2d,2
5200,richness1d,2
5200,richness2d,2
5201,richness1d,2
5201,richness2d,1
5202,richness1d,2
5202,richness2d,2
5203,richness1d,2
5203,richness2d,1
5204,richness1d,2
5204,richness2d,1
5205,richness1d,2
5205,richness2d,2
5206,richness1d,2
5206,richness2d,2
5207,richness1d,2
5207,richness2d,1
5208,richness1d,2
5208,richness2d,2
5209,richness1d,2
5209,richness2d,2
5210,richness1d,2
5210,richness2d,1
5212,richness1d,2
5212,richness2d,2
5216,richness1d,2
5216,richness2d,2
5217,richness1d,2
5217,richness2d,1
5218,richness1d,2
5218,richness2d,1
5219,richness1d,2
5219,richness2d,1
5221,richness1d,2
5221,richness2d,2
5222,richness1d,2
5222,richness2d,2
5223,richness1d,2
5223,richness2d,2
5224,richness1d,2
5224,richness2d,1
5225,richness1d,2
5225,richness2d,1
5226,richness1d,2
5226,richness2d,1
5228,richness1d,2
5228,richness2d,2
5229,richness1d,2
5229,richness2d,2
5231,richness1d,2
5231,richness2d,1
5233,richness1d,2
5233,richness2d,1
5234,richness1d,2
5234,richness2d,2
5235,richness1d,2
5235,richness2d,2
5236,richness1d,2
5236,richness2d,1
5237,richness1d,2
5237,richness2d,2
5238,richness1d,2
5238,richness2d,2
5240,richness1d,2
5240,richness2d,2
5241,richness1d,2
5241,richness2d,1
5243,richness1d,2
5243,richness2d,1
5244,richness1d,2
5244,richness2d,1
5245,richness1d,2
5245,richness2d,2
5246,richness1d,2
5246,richness2d,1
5247,richness1d,2
5247,richness2d,2
5250,richness1d,2
5250,richness2d,1
5252,richness1d,2
5252,richness2d,2
5253,richness1d,2
5253,richness2d,1
5254,richness1d,2
5254,richness2d,2
5255,richness1d,2
5255,richness2d,2
5258,richness1d,2
5258,richness2d,2
5260,richness1d,2
5260,richness2d,1
5261,richness1d,2
5261,richness2d,1
5262,richness1d,2
5262,richness2d,1
5263,richness1d,2
5263,richness2d,1
5264,richness1d,2
5264,richness2d,1
5266,richness1d,2
5266,richness2d,1
5268,richness1d,2
5268,richness2d,1
5269,richness1d,2
5269,richness2d,1
5270,richness1d,2
5270,richness2d,1
5271,richness1d,2
5271,richness2d,1
5272,richness1d,2
5272,richness2d,2
5273,richness1d,2
5273,richness2d,1
5274,richness1d,2
5274,richness2d,2
5275,richness1d,2
5275,richness2d,2
5276,richness1d,2
5276,richness2d,2
5277,richness1d,2
5277,richness2d,2
5278,richness1d,2
5278,richness2d,2
5279,richness1d,2
5279,richness2d,1
5280,richness1d,2
5280,richness2d,1
5282,richness1d,2
5282,richness2d,2
5283,richness1d,2
5283,richness2d,2
5285,richness1d,2
5285,richness2d,2
5286,richness1d,2
5286,richness2d,2
5287,richness1d,2
5287,richness2d,1
5288,richness1d,2
5288,richness2d,1
5291,richness1d,2
5291,richness2d,2
5292,richness1d,2
5292,richness2d,1
5293,richness1d,2
5293,richness2d,2
5295,richness1d,2
5295,richness2d,2
5296,richness1d,2
5296,richness2d,1
5298,richness1d,2
5298,richness2d,1
5300,richness1d,2
5300,richness2d,2
5301,richness1d,2
5301,richness2d,1
5302,richness1d,2
5302,richness2d,1
5303,richness1d,2
5303,richness2d,1
5312,richness1d,1
5312,richness2d,1
5313,richness1d,1
5313,richness2d,1
5315,richness1d,1
5315,richness2d,1
5318,richness1d,1
5318,richness2d,1
5324,richness1d,1
5324,richness2d,1
5328,richness1d,1
5328,richness2d,1
5329,richness1d,1
5329,richness2d,1
5331,richness1d,1
5331,richness2d,1
5332,richness1d,1
5332,richness2d,1
5336,richness1d,1
5336,richness2d,1
5337,richness1d,1
5337,richness2d,1
5338,richness1d,1
5338,richness2d,1
5344,richness1d,1
5344,richness2d,1
5345,richness1d,1
5345,richness2d,1
5347,richness1d,1
5347,richness2d,1
5348,richness1d,1
5348,richness2d,1
5354,richness1d,1
5354,richness2d,1
5365,richness1d,1
5365,richness2d,1
5369,richness1d,1
5369,richness2d,1
5370,richness1d,1
5370,richness2d,1
5375,richness1d,1
5375,richness2d,1
5377,richness1d,1
5377,richness2d,1
5379,richness1d,1
5379,richness2d,1
5382,richness1d,1
5382,richness2d,1
5384,richness1d,1
5384,richness2d,1
5386,richness1d,1
5386,richness2d,1
5388,richness1d,1
5388,richness2d,1
5401,richness1d,1
5401,richness2d,1
5402,richness1d,1
5402,richness2d,1
5403,richness1d,1
5403,richness2d,1
5406,richness1d,1
5406,richness2d,1
5408,richness1d,1
5408,richness2d,1
5409,richness1d,1
5409,richness2d,1
5412,richness1d,1
5412,richness2d,1
5416,richness1d,1
5416,richness2d,1
5418,richness1d,1
5418,richness2d,1
5419,richness1d,1
5419,richness2d,1
5422,richness1d,1
5422,richness2d,1
5423,richness1d,1
5423,richness2d,1
5424,richness1d,1
5424,richness2d,1
5429,richness1d,1
5429,richness2d,1
5430,richness1d,1
5430,richness2d,1
5432,richness1d,1
5432,richness2d,1
5433,richness1d,1
5433,richness2d,1
5434,richness1d,1
5434,richness2d,1
5442,richness1d,1
5442,richness2d,1
5444,richness1d,1
5444,richness2d,1
5446,richness1d,1
5446,richness2d,1
5450,richness1d,1
5450,richness2d,1
5454,richness1d,1
5454,richness2d,1
5455,richness1d,1
5455,richness2d,1
5463,richness1d,1
5463,richness2d,1
5466,richness1d,1
5466,richness2d,1
